"cell.number","FTC","FTC_simple","iPSC","NPC","Fetal_replicating","Fetal_quiescent","OPC","Neurons","Astrocytes","Oligodendrocytes","Microglia","Endothelial"
"C194",0,0,8.08662604238957e-18,0.623959177031642,-3.30327365984932e-19,-4.34558673942176e-18,0.0239569900916971,0.0190108317013164,0.356042218154189,0,5.37453492132271e-18,0.153298154515091
"C192",4,4,0.0349293823983436,0.285572158568211,-1.56253123722011e-17,0.381257335595477,-4.67982780158276e-18,0.343846386842477,-1.7644834752904e-17,6.37288934204343e-18,0.0646883220079968,0
"C191",5.1,5,0.0974084803604848,0.486577291507448,-2.21681773920569e-18,0.117528799891746,0,0.509168476153105,3.54560607179551e-18,-8.84216545475715e-18,0.118465352576351,0.0484284935429231
"C098",5.1,5,0.0557117973238942,0.228947195309078,-1.21027855984665e-17,0.516196627890257,-3.04740886777702e-17,0.219883944772241,1.26377938414746e-18,-6.93889390390723e-18,0.0247320571952389,0.0624196709838941
"C099",5.1,5,0.0841870869104791,0.450542673498406,0.00902749552793483,0.259720570683013,0.0741504755695722,0.16984649164962,0.132505560404826,0.0248948531855487,0,0.110665516674179
"C055",2.1,2,0.0300460871918471,0.361994435277495,2.11331644021442e-18,0.400803908118817,0,0.16450361195984,0.0300409820093591,-1.34147983164116e-17,0.0111637489843016,0.14265752831647
"C116",4,4,0.0636021212325168,0.390797164761538,-1.65148080191954e-18,0.407217128198676,-1.37995567513477e-17,0.186834076788226,0,6.93941334458613e-19,0.105683798211825,0.169541950285175
"C168",4.1,4,0.0829716656896393,0.235072646542034,-6.01655938794859e-18,0.445780181470751,-2.35472160240316e-17,0.400260918567249,0,1.13245596460658e-17,9.77525774487654e-19,-6.88900113202168e-18
"C130",0,0,0,0.632250639707054,0.0190453808094122,0.0681230007302069,0.133370870133396,0.0384199799616744,0.181148848116286,8.25156669496108e-21,0.058079049986613,0.184642169892072
"C063",2,2,0.0552937614612697,0.340653733279388,0.0445956217298081,0.170174045082129,0.119710777242831,0.18301244159292,0.256475440223588,4.12708674324274e-19,0,0.179192456813794
"C004",5.1,5,7.32514594961004e-18,0.405307137082955,2.41781615864093e-18,0.364563490070963,0,0.335389178346933,0.0760642949223921,-7.27696839347905e-18,0.0706413291032394,0.0430793783892956
"C061",5.1,5,0.0599717527185145,0.301611831519802,-1.69684524222974e-17,0.386961835473499,-1.56690266822075e-17,0.427312421558247,-6.52335989968811e-18,0,0.0391255487947186,2.19480182699272e-18
"C060",5,5,0.119588308881504,0.292621179433936,0,0.371148045286856,0.06224692964375,0.313805075973166,0.0991915253993281,0.00472616538684991,0.0536810425604289,0.124196083492406
"C133",3.1,3,9.26940355716376e-19,0.21457873958329,6.06173064841024e-18,0.135675220539976,0.050855075464956,0.424822330075844,0.281501064350005,3.45966887493895e-18,0,0.0920448089450163
"C003",1,1,0.0435414223551489,0.257337938214257,2.24454729312999e-17,0.56265497977394,-3.82206942118384e-18,0.111731548521104,2.31345475214799e-18,0,0.0991072768782282,0.0667775567692119
"C169",5.1,5,0.123200447154248,0.245540815314948,-1.48350918139024e-17,0.374994927394451,-1.40501803510148e-18,0.430147408790587,-2.23257458566555e-18,2.1786760430392e-18,0.137505605904059,0
"C166",5.1,5,0.143667063728849,0.293034465067602,-1.32204020357779e-17,0.365604462289692,-3.44559571717605e-18,0.405835859262567,-3.09013593518166e-18,0,0.0708691575198981,0.0415318514101872
"C167",5.1,5,0.121035001288119,0.42073938562989,-1.21813863112118e-17,0.258518381442884,-3.61264773223924e-18,0.46513106936934,-3.02781051406256e-18,3.81481753299008e-18,0.0646881667924409,0
"C042",2,2,0.099887387446498,0.240313782536675,-3.94144219528207e-18,0.5863714431392,-6.07240816243541e-18,0.073680095274523,-6.21621716298772e-18,0,0.0392799362990637,0.0283357206763035
"C045",2,2,0.0997453375005842,0.272394232881604,-3.09020049501293e-18,0.437518854402895,-5.1845267216249e-18,0.193003590161383,1.03276068472392e-19,0,0.0586792039488971,0.0985810341636203
"C044",1,1,0.0814149801469369,0.395817468634068,-4.73204063717721e-18,0.264743725708007,-5.8136102190321e-18,0.243598656686036,1.50555274165535e-19,0,0.00454725931274298,0.157342353488266
"C046",2.1,2,0.0596972114680441,0.426551237249496,-2.88907524856457e-18,0.356294739765132,0,0.30012154511638,0.00619327599445239,0.0371195909280997,0.128193158726715,1.02419780364186e-18
"C165",5.1,5,0,0.727201064381167,7.92074719668912e-20,0.0598173122608965,0.0281868981660551,0.291090513090936,0.0717490282138514,0.0851304690939055,0.0360096406191872,0.0495033246530052
"C111",5.1,5,0.0895736951468818,0.357320217415169,-7.59410098883424e-19,0.381710771458384,0,0.0502371163780068,0.0379387050272373,0.0328042594028165,0.0838849320878429,0.16179789647176
"C028",2,2,0.0688705945279602,0.299246610334837,0.0298432239605868,0.50936993014466,-5.03343884200442e-19,0.0222741419191917,0,-2.21047557108737e-19,0.142033202679181,0.102107199878215
"C105",2,2,0.0104116808756043,0.658853746074833,0.0288663757281774,0.183180855550683,8.80459193698091e-18,-4.88975479265234e-19,0,3.22906244392441e-18,0.0912977671737934,0.0853833276812228
"C024",4,4,0.0359977245467692,0.298505590713284,-6.60349042186189e-18,0.367639616618854,-6.74627238626707e-18,0.377970140816006,0,0.058058529339773,0.0867714398183747,0.023911854538129
"C100",5.1,5,0.00818787456219687,0.371456426664272,0.0253249409587939,0.40306618077952,3.4665296047161e-18,0.249529822448269,0.0311367778381594,0,0.0671314798937367,0.0563788753621163
"C022",5.1,5,0.0484674124642605,0.563517453698001,-3.05770561121574e-18,0.187809751451398,7.8303592718505e-18,0.384561303180051,0,-1.63657946243226e-17,0.0489117059517262,0.0589008091423767
"C124",5.1,5,0.111204779163495,0.315838612380782,-3.27625195813732e-18,0.329306209016099,5.84536641625249e-18,0.253512135294628,0,-2.66491951270567e-17,0.0598473052686509,0.196057767146746
"C125",4.1,4,0.0448097253991916,0.251104929873681,-1.47309013560122e-17,0.583699821281669,-5.1610581778043e-18,0.191446656148811,0.0160247739894364,0,0.118057074750945,0.00961755086453267
