"","SAMPLE_ID","bamFile","trimmed","numReads","numMapped","numUnmapped","overallMapRate","concordMapRate","totalMapped","mitoMapped","mitoRate","totalAssignedGene","gene_Assigned","gene_Unassigned_Ambiguity","gene_Unassigned_MultiMapping","gene_Unassigned_NoFeatures","gene_Unassigned_Unmapped","gene_Unassigned_MappingQuality","gene_Unassigned_FragmentLength","gene_Unassigned_Chimera","gene_Unassigned_Secondary","gene_Unassigned_Nonjunction","gene_Unassigned_Duplicate","rRNA_rate"
"SRR4250392","SRR4250392","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250392_accepted_hits.sorted.bam",FALSE,2402700,2048947,353753,0.8528,0.8181,2094913,61541,0.0285380536751537,0.687155536468399,768020,47865,106317,195478,0,0,0,0,0,0,0,3.77594333480899e-05
"SRR4250393","SRR4250393","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250393_accepted_hits.sorted.bam",FALSE,2256066,1936064,320002,0.8582,0.8241,2003098,30499,0.0149975634307092,0.675543480846731,709905,44526,93758,202676,0,0,0,0,0,0,0,2.53555053140913e-05
"SRR4250394","SRR4250394","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250394_accepted_hits.sorted.bam",FALSE,1252170,927965,324205,0.7411,0.7034,874004,115777,0.116972340345996,0.786033444559506,409885,27651,67372,16552,0,0,0,0,0,0,0,0
"SRR4250395","SRR4250395","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250395_accepted_hits.sorted.bam",FALSE,1061720,912531,149189,0.8595,0.8239,918463,41297,0.0430284654496958,0.679447686225936,337907,20137,46755,92527,0,0,0,0,0,0,0,2.07157590698032e-05
"SRR4250396","SRR4250396","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250396_accepted_hits.sorted.bam",FALSE,1786110,1531043,255067,0.8572,0.8219,1570166,37674,0.0234314359637775,0.69756340880559,581763,36248,77214,138768,0,0,0,0,0,0,0,3.43782605631503e-06
"SRR4250397","SRR4250397","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250397_accepted_hits.sorted.bam",FALSE,1636886,1404691,232195,0.8581,0.8216,1424759,42291,0.0288272383354351,0.698383796571626,533142,31362,65503,133387,0,0,0,0,0,0,0,0
"SRR4250398","SRR4250398","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250398_accepted_hits.sorted.bam",FALSE,2963420,2491359,472061,0.8407,0.8088,2507943,80314,0.0310301488607971,0.723048624201272,968165,48821,97717,224301,0,0,0,0,0,0,0,9.29593612658999e-06
"SRR4250399","SRR4250399","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250399_accepted_hits.sorted.bam",FALSE,2677240,2117721,559519,0.791,0.7579,2061439,144099,0.0653350792414368,0.756296376890436,868890,45511,94220,140254,0,0,0,0,0,0,0,2.30178733786785e-06
"SRR4250400","SRR4250400","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250400_accepted_hits.sorted.bam",FALSE,2601266,2104968,496298,0.8092,0.7755,2086608,116136,0.0527233305368213,0.747651933460842,857642,48888,100792,139792,0,0,0,0,0,0,0,2.68177164831013e-05
"SRR4250401","SRR4250401","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250401_accepted_hits.sorted.bam",FALSE,2298804,1839794,459010,0.8003,0.7676,1791530,129117,0.0672257838113927,0.698762530120844,697989,34490,84103,182311,0,0,0,0,0,0,0,0
"SRR4250402","SRR4250402","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250402_accepted_hits.sorted.bam",FALSE,3397838,2728950,668888,0.8031,0.7693,2678921,161424,0.0568325326676865,0.707220434391971,1044537,60868,117079,254477,0,0,0,0,0,0,0,0
"SRR4250403","SRR4250403","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250403_accepted_hits.sorted.bam",FALSE,3353004,2617075,735929,0.7805,0.7448,2626670,127334,0.0462359531794435,0.69135163235889,994743,57525,142040,244530,0,0,0,0,0,0,0,8.04227825679598e-06
"SRR4250404","SRR4250404","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250404_accepted_hits.sorted.bam",FALSE,3234252,2713736,520516,0.8391,0.8072,2727988,126882,0.0444440552459482,0.722006998504976,1063434,65421,135078,208953,0,0,0,0,0,0,0,1.0343848325331e-05
"SRR4250405","SRR4250405","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250405_accepted_hits.sorted.bam",FALSE,1500440,1327154,173286,0.8845,0.8501,1339400,52835,0.0379497714107173,0.761449428915355,549069,28743,62722,80550,0,0,0,0,0,0,0,3.6425294452974e-06
"SRR4250406","SRR4250406","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250406_accepted_hits.sorted.bam",FALSE,3054360,2512776,541584,0.8227,0.7916,2564907,62566,0.0238122332750898,0.722244922555933,982776,54370,113521,210057,0,0,0,0,0,0,0,1.32278362515975e-05
"SRR4250407","SRR4250407","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250407_accepted_hits.sorted.bam",FALSE,1926362,1570540,355822,0.8153,0.7827,1601377,34509,0.0210949907267377,0.688043242836022,584512,29876,66884,168256,0,0,0,0,0,0,0,5.30356947333844e-05
"SRR4250408","SRR4250408","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250408_accepted_hits.sorted.bam",FALSE,2418688,1922800,495888,0.795,0.7598,1913649,96471,0.0479926571547967,0.659356220838402,690042,34568,87666,234263,0,0,0,0,0,0,0,0
"SRR4250409","SRR4250409","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250409_accepted_hits.sorted.bam",FALSE,601422,507231,94191,0.8434,0.8073,510588,22002,0.0413113276629302,0.715247486172596,198243,10439,25599,42886,0,0,0,0,0,0,0,1.0088628602271e-05
"SRR4250410","SRR4250410","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250410_accepted_hits.sorted.bam",FALSE,816556,672152,144404,0.8232,0.7885,684035,20236,0.0287332575102482,0.736336906936175,269718,13833,32225,50521,0,0,0,0,0,0,0,0
"SRR4250411","SRR4250411","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250411_accepted_hits.sorted.bam",FALSE,739254,614588,124666,0.8314,0.7962,623212,20653,0.0320765999083659,0.694243595709394,232741,11479,29795,61229,0,0,0,0,0,0,0,4.29662156646229e-06
"SRR4250412","SRR4250412","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250412_accepted_hits.sorted.bam",FALSE,553558,475135,78423,0.8583,0.8232,483140,15673,0.0314205924865631,0.722151029041671,187092,8951,23362,39671,0,0,0,0,0,0,0,5.34496397494281e-06
"SRR4250413","SRR4250413","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250413_accepted_hits.sorted.bam",FALSE,482062,383766,98296,0.7961,0.7589,384410,21092,0.0520145400022688,0.678046662229837,143653,7479,21686,39045,0,0,0,0,0,0,0,6.26509714381182e-05
"SRR4250414","SRR4250414","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250414_accepted_hits.sorted.bam",FALSE,733862,608912,124950,0.8297,0.7935,617028,23596,0.0368328379829666,0.673621000308793,224691,12663,32130,64073,0,0,0,0,0,0,0,1.33516696262868e-05
"SRR4250415","SRR4250415","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250415_accepted_hits.sorted.bam",FALSE,1155554,939825,215729,0.8133,0.7779,960748,30907,0.0311670893607152,0.697977214601256,360240,19092,52058,84730,0,0,0,0,0,0,0,3.88629802353986e-05
"SRR4250416","SRR4250416","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250416_accepted_hits.sorted.bam",FALSE,910132,677939,232193,0.7449,0.7061,671621,41782,0.0585671773177293,0.647817764880817,242668,13483,37027,81415,0,0,0,0,0,0,0,0
"SRR4250417","SRR4250417","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250417_accepted_hits.sorted.bam",FALSE,1153608,1003592,150016,0.87,0.8385,1021047,26837,0.0256106591951017,0.721979774708417,391095,20523,44257,85823,0,0,0,0,0,0,0,2.55692350963321e-06
"SRR4250418","SRR4250418","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250418_accepted_hits.sorted.bam",FALSE,747220,649342,97878,0.869,0.8349,647499,30701,0.0452683574166912,0.729051686595755,256137,12964,28718,53510,0,0,0,0,0,0,0,3.90416066401965e-06
"SRR4250419","SRR4250419","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250419_accepted_hits.sorted.bam",FALSE,1069702,963843,105859,0.901,0.8649,977258,34315,0.0339224158810091,0.696846551793281,364903,17594,45729,95423,0,0,0,0,0,0,0,4.11068146877389e-05
"SRR4250420","SRR4250420","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250420_accepted_hits.sorted.bam",FALSE,3286582,2485774,800808,0.7563,0.7244,2567474,17612,0.00681292614636418,0.582718465720074,781232,44282,99083,416071,0,0,0,0,0,0,0,2.43205603457104e-05
"SRR4250421","SRR4250421","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250421_accepted_hits.sorted.bam",FALSE,3545322,2690761,854561,0.759,0.7257,2716625,95480,0.0339532129845792,0.798058108124692,1170523,70831,128334,97026,0,0,0,0,0,0,0,8.54318966820814e-07
"SRR4250422","SRR4250422","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250422_accepted_hits.sorted.bam",FALSE,3425020,2745058,679962,0.8015,0.7694,2760209,106456,0.0371358355440904,0.679919223196405,1010071,53555,121234,300715,0,0,0,0,0,0,0,0
"SRR4250423","SRR4250423","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250423_accepted_hits.sorted.bam",FALSE,3080402,2341933,738469,0.7603,0.7283,2326361,104438,0.0429644738211592,0.663492494488071,835696,46063,90333,287449,0,0,0,0,0,0,0,2.15389328176753e-05
"SRR4250424","SRR4250424","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250424_accepted_hits.sorted.bam",FALSE,3643650,2836686,806964,0.7785,0.7468,2890201,83967,0.0282320971781016,0.614045111416639,946833,48029,136741,410357,0,0,0,0,0,0,0,2.11230491543915e-06
"SRR4250425","SRR4250425","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250425_accepted_hits.sorted.bam",FALSE,4610428,3727326,883102,0.8085,0.7755,3699691,226221,0.0576225345855944,0.6834067407829,1391656,78952,196033,369710,0,0,0,0,0,0,0,5.24554918744287e-05
"SRR4250426","SRR4250426","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250426_accepted_hits.sorted.bam",FALSE,5112872,4061768,1051104,0.7944,0.7633,4100107,150487,0.0354037576865727,0.655536352890466,1440235,80962,187808,488028,0,0,0,0,0,0,0,8.33197360153031e-06
"SRR4250427","SRR4250427","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250427_accepted_hits.sorted.bam",FALSE,3811838,3165486,646352,0.8304,0.7995,3186324,113512,0.0343992852978148,0.69704315586238,1186686,63375,129724,322672,0,0,0,0,0,0,0,8.42682900110054e-07
"SRR4250428","SRR4250428","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250428_accepted_hits.sorted.bam",FALSE,4000578,3262348,738230,0.8155,0.7877,3211053,184395,0.0543065303900987,0.634155595551143,1108133,50767,128920,459595,0,0,0,0,0,0,0,4.7828193908132e-05
"SRR4250429","SRR4250429","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250429_accepted_hits.sorted.bam",FALSE,2970446,2465903,504543,0.8301,0.7994,2504772,81324,0.0314466284314271,0.689928613826776,921726,50180,116181,247886,0,0,0,0,0,0,0,0
"SRR4250430","SRR4250430","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250430_accepted_hits.sorted.bam",FALSE,2575326,2212997,362329,0.8593,0.8273,2168751,132908,0.0577444356440289,0.69911086730822,830945,42272,87858,227499,0,0,0,0,0,0,0,3.6103472552335e-06
"SRR4250431","SRR4250431","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250431_accepted_hits.sorted.bam",FALSE,1602566,1163651,438915,0.7261,0.691,1186756,33660,0.0275807593476323,0.687158331290413,440072,23346,60548,116457,0,0,0,0,0,0,0,0
"SRR4250432","SRR4250432","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250432_accepted_hits.sorted.bam",FALSE,2288146,1849359,438787,0.8082,0.7737,1850785,79614,0.0412422509543364,0.708859588479004,712613,40016,83727,168939,0,0,0,0,0,0,0,2.80657243131966e-06
"SRR4250433","SRR4250433","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250433_accepted_hits.sorted.bam",FALSE,2669614,2069564,600050,0.7752,0.7419,2066146,105040,0.0483790886639836,0.627293062108985,709789,36621,103801,281300,0,0,0,0,0,0,0,8.45321637838851e-06
"SRR4250434","SRR4250434","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250434_accepted_hits.sorted.bam",FALSE,2173046,1800389,372657,0.8285,0.7969,1834564,50734,0.026910334599623,0.676675536320927,661698,33047,83223,199898,0,0,0,0,0,0,0,1.81351613575982e-05
"SRR4250435","SRR4250435","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250435_accepted_hits.sorted.bam",FALSE,3727238,3213572,513666,0.8622,0.8308,3250569,105862,0.0315400495347588,0.700356832700361,1214521,65667,139892,314066,0,0,0,0,0,0,0,1.89375070501045e-05
"SRR4250436","SRR4250436","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250436_accepted_hits.sorted.bam",FALSE,3135650,2596647,539003,0.8281,0.7921,2599448,122160,0.0448852296142575,0.71342012736695,1010474,54868,126628,224410,0,0,0,0,0,0,0,2.96890370261877e-06
"SRR4250437","SRR4250437","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250437_accepted_hits.sorted.bam",FALSE,5624882,4544272,1080610,0.8079,0.7779,4681267,63987,0.0134844204335532,0.656663315375807,1607389,84584,194811,561029,0,0,0,0,0,0,0,6.22126940025097e-07
"SRR4250438","SRR4250438","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250438_accepted_hits.sorted.bam",FALSE,5047894,4374716,673178,0.8666,0.837,4319393,238600,0.0523476012358948,0.695117354235729,1630135,74935,175006,465046,0,0,0,0,0,0,0,4.90756900502106e-06
"SRR4250439","SRR4250439","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250439_accepted_hits.sorted.bam",FALSE,7016262,5799646,1216616,0.8266,0.8013,5800814,226293,0.0375458739989186,0.659742464053258,2039101,101408,216929,733315,0,0,0,0,0,0,0,0
"SRR4250440","SRR4250440","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250440_accepted_hits.sorted.bam",FALSE,3697856,3022836,675020,0.8175,0.7878,3103418,53232,0.0168634470086959,0.645742935322712,1053939,52196,132002,393997,0,0,0,0,0,0,0,2.84646454870728e-06
"SRR4250441","SRR4250441","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250441_accepted_hits.sorted.bam",FALSE,4290378,3663553,626825,0.8539,0.8233,3648972,158651,0.0416666776096268,0.648566018072519,1275778,64671,142140,484486,0,0,0,0,0,0,0,4.38947842022672e-05
"SRR4250442","SRR4250442","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250442_accepted_hits.sorted.bam",FALSE,1957816,1570118,387698,0.802,0.7666,1608992,46134,0.0278734066167772,0.65361594417449,562930,33312,83884,181129,0,0,0,0,0,0,0,3.55283960705594e-06
"SRR4250443","SRR4250443","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250443_accepted_hits.sorted.bam",FALSE,1592236,1264772,327464,0.7943,0.7611,1296492,34718,0.0260800324516793,0.703491461375301,485891,24834,64691,115269,0,0,0,0,0,0,0,0
"SRR4250444","SRR4250444","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250444_accepted_hits.sorted.bam",FALSE,2950210,2320427,629783,0.7865,0.7527,2265464,168965,0.0694064193287214,0.677233901459698,855811,46164,114148,247563,0,0,0,0,0,0,0,3.73914333889141e-05
"SRR4250445","SRR4250445","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250445_accepted_hits.sorted.bam",FALSE,2304994,1883012,421982,0.8169,0.7838,1901795,64319,0.0327137693948571,0.713218503965933,728067,41414,85035,166303,0,0,0,0,0,0,0,2.7469999326985e-06
"SRR4250446","SRR4250446","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250446_accepted_hits.sorted.bam",FALSE,1929686,1629785,299901,0.8446,0.802,1669495,46479,0.027086074730736,0.655164167550006,589026,30351,89485,190189,0,0,0,0,0,0,0,1.69771792756177e-06
"SRR4250447","SRR4250447","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250447_accepted_hits.sorted.bam",FALSE,2810440,2399939,410501,0.8539,0.8215,2419196,82767,0.0330808249362601,0.723000821217859,935866,52582,102269,203702,0,0,0,0,0,0,0,1.60279356232623e-05
"SRR4250448","SRR4250448","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250448_accepted_hits.sorted.bam",FALSE,2863810,2067435,796375,0.7219,0.6905,2125169,44240,0.0203926507173152,0.761056293098948,860072,51033,105691,113307,0,0,0,0,0,0,0,0
"SRR4250449","SRR4250449","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250449_accepted_hits.sorted.bam",FALSE,3062696,2464318,598378,0.8046,0.7741,2411265,160973,0.0625809120306908,0.694514912348816,921240,45456,105816,253939,0,0,0,0,0,0,0,0
"SRR4250450","SRR4250450","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250450_accepted_hits.sorted.bam",FALSE,3338210,2796066,542144,0.8376,0.8097,2808180,102230,0.03512563521978,0.658297957926374,985187,45629,110424,355327,0,0,0,0,0,0,0,1.11653929660054e-05
"SRR4250451","SRR4250451","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250451_accepted_hits.sorted.bam",FALSE,1568534,1271504,297030,0.8106,0.7779,1291940,41196,0.0309015734328681,0.647203548660207,447195,22761,60395,160614,0,0,0,0,0,0,0,6.03763458893771e-05
"SRR4250452","SRR4250452","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250452_accepted_hits.sorted.bam",FALSE,2150914,1789274,361640,0.8319,0.7971,1771790,101857,0.0543629616464574,0.663221369747018,645390,34873,84273,208578,0,0,0,0,0,0,0,0
"SRR4250453","SRR4250453","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250453_accepted_hits.sorted.bam",FALSE,1440706,1149916,290790,0.7982,0.7618,1172969,34669,0.028708106237134,0.642887565914733,404519,22407,57766,144530,0,0,0,0,0,0,0,1.48324306151256e-05
"SRR4250454","SRR4250454","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250454_accepted_hits.sorted.bam",FALSE,1010092,872565,137527,0.8638,0.8282,867081,38374,0.0423809024192257,0.728103479097325,342130,17179,33684,76899,0,0,0,0,0,0,0,5.84573115482419e-06
"SRR4250455","SRR4250455","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250455_accepted_hits.sorted.bam",FALSE,1053202,849388,203814,0.8065,0.7735,859392,33210,0.0372058319385348,0.642744453964506,297815,15461,42399,107674,0,0,0,0,0,0,0,3.02201030841294e-05
"SRR4250456","SRR4250456","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250456_accepted_hits.sorted.bam",FALSE,1036132,812777,223355,0.7844,0.7519,828774,22250,0.0261449735847638,0.643399316047551,284470,14444,38295,104927,0,0,0,0,0,0,0,0
"SRR4250457","SRR4250457","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250457_accepted_hits.sorted.bam",FALSE,915404,743325,172079,0.812,0.777,759659,18159,0.0233460783885176,0.631913863064613,255709,14525,35130,99294,0,0,0,0,0,0,0,0
"SRR4250458","SRR4250458","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250458_accepted_hits.sorted.bam",FALSE,1282172,1059379,222793,0.8262,0.7928,1075688,34753,0.031296574964361,0.650557853285368,374519,19279,50693,131198,0,0,0,0,0,0,0,0
"SRR4250459","SRR4250459","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250459_accepted_hits.sorted.bam",FALSE,3282316,2853941,428375,0.8695,0.8392,2884553,97712,0.0327643586334548,0.698198453953057,1069846,55181,122148,285120,0,0,0,0,0,0,0,6.54299777725018e-06
"SRR4250460","SRR4250460","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250460_accepted_hits.sorted.bam",FALSE,2823720,2270867,552853,0.8042,0.7746,2229059,144760,0.0609819030010291,0.665042705474199,815079,38310,103766,268449,0,0,0,0,0,0,0,0
"SRR4250461","SRR4250461","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250461_accepted_hits.sorted.bam",FALSE,2814112,2298284,515828,0.8167,0.7905,2322902,75512,0.0314841391019232,0.656816504427904,808949,38270,95259,289143,0,0,0,0,0,0,0,2.71957811926339e-05
"SRR4250462","SRR4250462","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250462_accepted_hits.sorted.bam",FALSE,2170424,1755482,414942,0.8088,0.7792,1725584,104312,0.057004332486655,0.703466596617293,664140,32260,73915,173781,0,0,0,0,0,0,0,1.95741861655675e-05
"SRR4250463","SRR4250463","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250463_accepted_hits.sorted.bam",FALSE,3249912,2763705,486207,0.8504,0.8206,2783665,103830,0.035958503824249,0.60417167354315,899985,39558,119573,430502,0,0,0,0,0,0,0,2.66671111185186e-05
"SRR4250464","SRR4250464","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250464_accepted_hits.sorted.bam",FALSE,2837106,2176867,660239,0.7673,0.7327,2153791,119751,0.0526715582997807,0.719423720179408,853002,50231,100524,181917,0,0,0,0,0,0,0,3.51699058149922e-06
"SRR4250465","SRR4250465","/dcl01/lieber/ajaffe/lab/libd_stem_timecourse/allen_singleCell/HISAT2_out/SRR4250465_accepted_hits.sorted.bam",FALSE,2778864,2274407,504457,0.8185,0.7851,2275978,108650,0.0455626621846259,0.673738264432802,831296,49938,107065,245557,0,0,0,0,0,0,0,2.0449996150589e-05
