"","iPSC","NCX_EarlyFetal","NCX_MidFetal","NCX_LateFetal","NCX_Infant","NCX_Child","NCX_Teens","NCX_Adult"
"ENSG00000254726.2",0.670156393471759,1.28376441416021,1.11702868742286,0.0501844833591673,-0.760394001686714,-0.902518835579869,-0.965872287301674,-0.96920776740949
"ENSG00000113389.15",-0.860051557573291,0.882678001153728,-0.176474784137525,-0.855787814496571,-0.7744577037039,-0.935745238500427,-0.947602750106402,-0.940990481070861
"ENSG00000180730.4",0.23846594401916,1.0815452761014,0.249113991787484,-0.656244885255437,-0.719801368457783,-0.877189156325448,-0.881273428955259,-0.902019356905241
"ENSG00000153266.12",-0.762808547259748,1.77338397457379,1.01378199468445,0.148704562670211,0.125369621015956,-0.086579143832492,0.0157457428083693,0.0681788154561545
"ENSG00000272398.5",2.36896504361584,2.12303870160445,2.18219915676341,1.22947229659566,0.66128222048253,-0.250839162471942,-0.289835336009968,-0.419330618143787
"ENSG00000167178.15",-0.793579260431202,1.89289576441928,1.9084665958596,0.786203059338028,0.165792328685181,-0.176361614062369,-0.117081248889004,-0.038758784783134
"ENSG00000147862.15",-0.587515845489632,1.64694733099317,0.912459837196162,-0.103088004057944,0.0520070771581552,-0.0609093695844018,-0.068927212916406,-0.129148084387863
"ENSG00000213420.7",0.396595942287356,1.10805580174667,0.920942245896753,-0.454687374524659,-0.848583715758885,-0.866552177783949,-0.918195354226681,-0.911276492356479
"ENSG00000143061.17",0.475835191680555,1.46668581727871,1.12211082474216,0.0416904835533474,-0.302780963712472,-0.592467523371207,-0.44745534662387,-0.345057074904087
"ENSG00000178403.3",-0.858846107697974,0.892206335894605,0.689122266104891,-0.958022726951663,-0.925338836851425,-0.981049942760757,-0.983036127840932,-0.972343121275539
"ENSG00000155926.13",-0.840272132985936,1.24102056523848,1.37597540633797,-0.162969517167843,-0.29086456381111,-0.712900613906344,-0.793917857033818,-0.790579945783242
"ENSG00000112182.14",-0.571193943739762,1.046890097804,0.806400492335723,-0.465638981151437,-0.759796974561735,-0.818911331694217,-0.822975164073303,-0.779407460946971
"ENSG00000185275.6",1.05463148767387,1.16673959081905,1.0120570979657,-0.0861150742009399,-0.637624485963415,-0.89480175232862,-0.911836280472126,-0.918365315879138
"ENSG00000220749.4",0.971901718680111,1.1764156475323,0.744406467261279,-0.580429166000068,-0.356564926679329,-0.714409904367266,-0.847199015486488,-0.724891441197483
"ENSG00000162490.6",0.404997577512538,0.806637841943045,1.30893896341733,0.324742081744364,-0.478016178685492,-0.825891819208802,-0.843791924765111,-0.863221990919388
"ENSG00000140557.11",-0.446038248732317,1.02956501200888,1.22040282967085,0.0535116320692363,-0.590528661473646,-0.839530915809265,-0.881899749365603,-0.908845984263429
"ENSG00000175445.14",-0.465332977041058,0.612116277268395,1.34398455663317,0.42606014766667,-0.371094761662659,-0.535247389084234,-0.549194300086714,-0.361731164413301
"ENSG00000119283.15",-0.872129502250799,0.643532977012779,0.984334433716311,0.149386436108113,-0.614821284182226,-0.809880804904426,-0.851431609629388,-0.823606799576148
"ENSG00000113657.12",1.57729410591473,2.21099567647303,2.40761811853178,1.29734427675944,0.901710403305998,0.304479489856694,0.365214488495187,0.38896482689074
"ENSG00000101134.11",-0.308259420036526,0.891352920295787,1.69802930729928,0.559588466676841,0.419821113287877,0.156444554378466,0.0683604986904288,-0.019515446745436
"ENSG00000180828.2",-0.777643536796731,0.959770097222727,1.39593700459307,0.555319768814356,0.211450293970417,-0.343006628032133,-0.414740678884901,-0.345133625161173
"ENSG00000119042.16",-0.451277258864218,0.781846516508015,1.39265418601958,0.0238395387826851,-0.142161372429722,-0.356593786980308,-0.160182556996912,-0.0388774572473718
"ENSG00000167414.4",-0.581507559181956,0.910712386241487,1.27153102834453,1.10453302562271,-0.204121203525118,-0.492125613611462,-0.554877218654873,-0.572388446746627
"ENSG00000169184.5",-0.199331620551249,1.13711992342216,1.40074910543557,0.111313298574366,-0.192145615733194,-0.291732593959356,-0.311550437528406,-0.385161524100579
"ENSG00000164434.11",-0.346651583311571,1.43557185088299,2.08283255688134,1.20473114641808,1.0896201769809,0.590119241260673,0.301811017181544,0.167516628398238
"ENSG00000137285.9",1.58507624529168,2.72966373508202,2.81631668127226,1.85621255030895,1.43591561919178,1.15636139453474,0.771659067292157,0.646620785169738
"ENSG00000188536.12",-0.827458708100235,1.31377601370341,1.03066630345092,1.93833983172658,-0.0680945647364555,0.19952936034579,0.0800605447260631,0.0506544296904962
"ENSG00000206172.8",-0.871683696769037,0.940490135353317,0.696568287148352,1.50719403419826,-0.144936278477629,-0.0159479566194552,-0.181768738238673,-0.239358418588952
"ENSG00000106366.8",0.0985815250139854,-0.641640824218425,-0.757406767562994,0.531175924284609,-0.837796709196323,-0.890043511032307,-0.964621006274132,-0.924184773667125
"ENSG00000244734.3",-0.87879413185932,0.908887754546246,0.662255359992091,2.05399946887013,1.25144303510298,0.963722777952279,0.781370084470937,0.817225053171421
"ENSG00000128016.5",0.179013902692582,-0.473351653386436,-0.209342881823947,0.940820581605066,-0.228986309350176,0.0332001202344425,-0.110522084712529,-0.306385931268872
"ENSG00000167772.11",-0.34679022371034,-0.573729221360879,-0.660261261826923,0.640349740142178,-0.509896026414986,-0.262123642321919,-0.397081313653623,-0.55223796984933
"ENSG00000115461.4",0.0171077678409029,0.94579707138888,0.423531555347533,1.44703946089514,0.350471584886942,0.0753893179298326,0.169803360743143,0.225643987075765
"ENSG00000187498.14",0.867041316876805,0.419199514755195,0.416306517537459,0.977970753286117,-0.154842448502024,-0.466171859975573,-0.632457161289989,-0.583477235491006
"ENSG00000142871.16",1.19212232538071,-0.0558801003394921,-0.145995224647756,1.03531418347206,-0.0781767176954126,-0.126850736466342,-0.00926976657495088,-0.174202422654337
"ENSG00000184113.9",-0.812902441774274,0.536186814430591,0.584238104102167,1.49212250491627,0.56069488750296,0.693940298273307,0.334527897747836,0.215747544710594
"ENSG00000206177.6",-0.878199522384059,-0.357903805595798,-0.55450304340814,0.233645518782483,-1.06911327102613,-0.984181948858791,-1.0271042085886,-1.00722286595669
"ENSG00000049540.16",-0.636533211528605,-0.421600505216377,-0.195701605551245,0.569170190279559,-0.252384228524082,-0.433275086262401,-0.592919889296548,-0.544015111723764
"ENSG00000134871.17",0.785625341791049,0.402296552523506,0.48289083952318,0.966083932953689,-0.138069333162202,-0.351736544296516,-0.453635857501476,-0.427034009850498
"ENSG00000169877.9",-0.729887875037906,-0.211342196911102,-0.520783932541556,0.175433213162439,-1.09497117718741,-1.03808840053769,-1.051671268601,-1.05031164009143
"ENSG00000125968.8",1.49796995943293,0.106256022697877,0.0402203487606942,1.26380074833269,0.302244258766618,0.52269955178252,0.239406490060945,0.187021077733993
"ENSG00000158578.18",-0.828031797930377,-0.00423349462781302,-0.280019145362304,0.245725627337947,-1.03345799449464,-0.978408322370615,-1.01733842730233,-1.02886471812377
"ENSG00000148926.9",0.965790068373007,-0.440721902039433,-0.528924147556466,0.409183979300178,-0.6628532012391,-0.62457039744538,-0.748519271561508,-0.783179853780233
"ENSG00000041982.15",0.299441762739131,-0.476586985170772,0.169639780697839,0.49426807427875,-0.320749634773143,-0.658365719769335,-0.796714713468363,-0.832435397139082
"ENSG00000186897.4",-0.770417667638339,-0.803130900649236,-0.882700496107022,-0.00899469300374192,-0.893906525811925,-1.0395811094904,-1.05027944580041,-1.00668192697764
"ENSG00000178878.12",-0.77088129715544,-0.115544042180512,-0.234289455373699,0.734269363930934,-0.0280778799468292,-0.0647166549899199,-0.118093094566395,-0.396130895695417
"ENSG00000115414.18",1.06314031776625,0.337881685726421,0.417340225513424,1.1007047670557,0.196804716462905,-0.0455342362565033,-0.0521223774652307,0.0141203644993378
"ENSG00000170893.3",-0.786167260067801,0.345196498860369,0.267173408833216,0.57251693764482,-0.543417809884949,-0.614192696604025,-0.728037013732615,-0.735035171791267
"ENSG00000127528.5",-0.774395147118673,0.0265260320153727,0.183736022803933,0.930018992681143,0.12906019505503,0.28155760539288,-0.0422023975800836,-0.187951766095699
"ENSG00000004939.13",-0.857455898507163,-0.474053699539519,-0.649736379655209,-0.04316968773841,-1.11048482187883,-1.049659169093,-1.05877234838656,-1.05456767944879
"ENSG00000112715.20",-0.0515640394657029,-0.172073498248919,-0.383127544743773,0.410387544560371,-0.596277116052282,-0.515575431498253,-0.518950447638184,-0.576742576745501
"ENSG00000145824.12",-0.403612211479938,-0.434966186302015,0.154022913361845,0.828456767732376,1.50955670773697,1.35208478220016,1.05385346521183,0.85634541863363
"ENSG00000211459.2",2.56230470226832,2.33015170043719,2.73914228651574,3.61439402689504,4.00680464146687,3.64374274531837,3.50983648589535,3.38441917084801
"ENSG00000210082.2",3.19231448681809,3.1497195371911,3.41227980071993,4.23736382218973,4.6402044601825,4.22328800957386,4.05767373719999,3.88862435549272
"ENSG00000211448.11",-0.839545106234451,-0.761104377277186,-0.406819676110352,0.16466711292365,0.577320448198746,0.355647333633852,0.182796801297239,-0.065191349108515
"ENSG00000130208.9",0.445093003893727,-0.627165974594104,-0.496282142988593,0.135421615907421,0.499207563186491,0.460832371678407,-0.253648487775496,-0.453077574644381
"ENSG00000147571.4",-0.862863232732119,-0.75525519757836,-0.42255752837008,-0.208491678668889,0.436735963532039,0.0179631236798733,0.0950710820987132,0.0467285707429271
"ENSG00000145681.10",-0.517457376718659,-0.710299173927572,-0.744266202957837,-0.301593094271592,-0.0793963629907062,-0.53698336788966,-0.728876222263215,-0.716886230282682
"ENSG00000204347.3",-0.483041411472111,-0.363141298193672,-0.233093910946667,0.257143222459695,0.265735106241207,0.00899416031792364,-0.506426291631505,-0.672469870415072
"ENSG00000139155.8",-0.851081191867396,-0.748347749910121,-0.528778724367212,-0.251694138605487,0.101774546898047,-0.0675718163200643,-0.297107689402811,-0.455019072911574
"ENSG00000272865.1",-0.853937964066883,-0.7813858503811,-0.674522713588878,-0.312673183938366,-0.172596218018431,-0.574297973418344,-0.816906712149593,-0.717527559054708
"ENSG00000236494.1",-0.841567043238348,-0.784214801407969,-0.8776033872394,-1.0769030797533,-0.349006898275605,-0.625984600002718,-0.916070775391055,-1.01209320318763
"ENSG00000175206.10",-0.819063679569544,-0.64373785114848,-0.645221562204431,-0.140496149760188,0.130467390458654,0.0387474491636461,-0.237567451250407,-0.424743230850589
"ENSG00000250166.2",-0.874011233453507,-0.803529602787883,-0.80583134057638,-0.34461066418279,-0.184773155940868,-0.387881910817951,-0.654335265192787,-0.740435901108666
"ENSG00000025423.11",-0.485003645621212,-0.757197074911879,-0.813970887188565,-0.249461074897744,0.0277981572963508,-0.125648274166451,-0.239965835165215,-0.359812165202933
"ENSG00000224525.2",-0.830381825951681,-0.796238513582578,-0.759080404063524,-0.420523126593788,-0.274542165044421,-0.602163446905928,-0.863201716228096,-0.809399365773503
"ENSG00000134982.16",-0.00355160089239931,0.854664630551177,0.880307460730774,1.05812269296642,1.12783153848089,0.489318843116802,0.53018220235875,0.538411300386234
"ENSG00000111404.6",-0.864324566483081,-0.691831679118561,-0.768294452428292,-0.751094777255937,-0.0315531694561644,-0.112385119527522,-0.232632927946159,-0.306700699589979
"ENSG00000145721.11",-0.544673717925001,-0.481203323136788,-0.524421052497964,0.102609925577285,0.0498233922322923,-0.242857996956603,-0.336277589664604,-0.386201427870613
"ENSG00000163285.7",-0.837422287501742,-0.431796489809436,-0.125114317361655,-0.36302625885116,0.281422244050109,0.153706827296259,-0.0242561490893384,-0.119981383868598
"ENSG00000137843.11",-0.694883001780174,-0.473490840899499,-0.0513957478905502,0.0689649477836722,0.223435905733937,-0.194640689287555,-0.132121533013041,-0.123288519136466
"ENSG00000118271.9",-0.663446705363254,-0.566692964273143,-0.801453713106126,-1.10260643825689,-0.283272076373922,-0.507237739481628,-0.737026077909472,-0.764864291486565
"ENSG00000270001.1",-0.818629986578391,-0.715849412583054,-0.75768934512788,-0.760393443974045,-0.205785650336872,-0.255884862910084,-0.571417514256308,-0.685334505416261
"ENSG00000137766.16",-0.867334480605613,-0.425367573474439,-0.507993675058849,-0.295887314373268,0.120154024110441,-0.2314893300365,-0.0792520502323065,-0.0220782027436606
"ENSG00000168743.12",-0.708829687598986,-0.615212610812524,0.105869597517225,0.0285025217204683,-0.0624698041877088,-0.517542809902242,-0.68581036518879,-0.678426380306561
"ENSG00000205106.4",-0.87879413185932,-0.792095815304233,-0.82825631503428,-0.580059991643266,-0.244859343787599,-0.207405789885045,-0.509101682701416,-0.686402703527852
"ENSG00000197971.14",-0.642079567272564,-0.73225152988703,-0.757056257524187,-0.616127988519528,1.13398647505941,1.62828808209532,1.72227193816928,1.80404366415856
"ENSG00000107317.11",-0.75127717477772,-0.296984423723879,0.165765731211145,0.900399839184502,1.23152156268842,1.66627704625049,1.67210813347003,1.67589147448208
"ENSG00000087250.8",-0.870509249111997,-0.175580574232984,0.380911045612903,1.69823540583069,1.85819956814152,1.80218763454659,1.62382293221665,1.55841941453073
"ENSG00000172005.10",-0.846845040107866,-0.797687810835077,-0.928237212065027,-1.02971945603071,0.0331952217083805,0.833840782758159,0.942791426070594,0.900851194654759
"ENSG00000210049.1",-0.228318728058981,-0.274769854695954,0.263069937518379,0.661006775193348,1.63120064976346,1.50484313651161,1.27646326141549,0.827893641429377
"ENSG00000130203.9",1.56595549776746,-0.0431776675881913,0.576563167928494,1.9046095695236,1.92785457525128,1.89193566679014,1.42596082682014,1.27513581848688
"ENSG00000135744.7",-0.8480395855084,-0.783448077043131,-0.349393755108041,1.24070454085922,0.955238003740184,1.08198292450535,0.870938926871066,0.764293474161491
"ENSG00000160307.9",-0.758722408127582,-0.212097897628486,0.0279802857569968,0.674926479678687,1.48592950274746,1.50457043836369,1.41910402943433,1.4266782919239
"ENSG00000256148.1",-0.840157307057004,-0.654312689062341,-0.688345625910721,-0.653258474935505,-0.033298692558326,0.414329806532968,-0.137047439985654,-0.398390555598492
"ENSG00000165092.12",-0.625709276915442,-0.754429024020066,-0.809568670165322,-0.225400081258051,0.350037281880049,0.61767377206814,0.413606936728408,0.338086227998588
"ENSG00000237973.1",0.986165623251104,0.385652087216524,0.359501488345033,0.804395635540392,1.6736293636576,1.73282587461576,1.45613975068067,1.34102206872614
"ENSG00000101439.8",0.182361980892023,0.551144876840829,0.757512660540178,1.81314175142266,2.12669054014167,1.9433425280006,1.61877639074211,1.53039527778288
"ENSG00000109846.7",-0.661805972432045,-0.581372967209998,-0.318939113223498,0.206600082863846,0.52948898832442,1.03782549700651,1.14675653545655,1.21046810923227
"ENSG00000170075.8",-0.85280648033116,-0.807381854320143,-0.712983746541301,0.371727009639371,0.39228014740777,0.60976247219093,0.485401458578248,0.283853764496962
"ENSG00000248527.1",2.44759579237233,2.00819708663007,2.23380820160039,2.48441694948805,3.12199277495974,3.18877139019999,2.85219155652009,2.72854002157154
"ENSG00000121742.16",-0.862524099562334,-0.676227569863969,-0.664392173950221,-0.436237092199483,0.17212198724909,0.436493253155883,0.16090327640914,-0.0260807505105222
"ENSG00000169715.14",0.274088186226196,-0.738311836771344,-0.581005891830326,0.586462663000379,0.771945781587513,0.784693158289629,0.55998948335484,0.442324747381395
"ENSG00000137825.10",-0.807428112551082,-0.612429947347625,-0.693900459209198,-0.521798750397072,0.59337347658128,0.789842206126113,0.824732213716661,0.826324385921709
"ENSG00000021300.13",-0.136851778199897,-0.460903788713515,-0.242182873152989,0.497103558247919,0.745813693426384,1.12698448368034,1.22935815645048,1.27668767189878
"ENSG00000164089.8",-0.658210330091636,-0.756719668162427,-0.889663062434391,-0.710508888834018,0.0414320580190799,0.415541877622698,0.302808365197955,0.230850318526219
"ENSG00000120885.20",0.76964839469455,0.229685319079317,0.612042136332847,1.5983720344462,1.73150983251965,1.84082801763006,1.78921990731109,1.83557560612511
"ENSG00000156076.9",-0.476822005513416,-0.61178482921992,-0.586354943508644,-0.376294884523696,0.433785389077581,0.515755349772209,0.193511084569819,0.0438827751088202
"ENSG00000132329.10",-0.728003440370548,-0.601614787134696,-0.341687718104846,0.702227968572838,0.760718211009599,0.816829183378658,0.625707434503769,0.632527394648185
"ENSG00000123560.13",0.554784825858231,-0.506432146862268,-0.481547624573153,-0.164018797780498,1.30626187039473,1.76963195845883,2.07019528712473,2.07789558009407
"ENSG00000117152.13",-0.794800806105267,-0.734864414225722,-0.764288344278432,-0.512504150943201,0.92322537400935,0.877963165338156,1.32566179876722,1.4329413199323
"ENSG00000136541.14",-0.781084492062745,-0.804239003121101,-0.922777296698075,-1.15481737048857,-0.202312647019432,0.632067275955167,0.958330294205442,0.958047703791237
"ENSG00000105695.14",-0.841812914367283,-0.796689659170155,-0.918561400366169,-0.980729494255063,0.439192776111562,0.811449104349768,1.06848206392062,1.09679140474394
"ENSG00000197430.10",-0.855067771452351,-0.816700433417994,-0.939763140144416,-1.18178544894209,-0.594056887375213,0.388178583189359,0.687759375987593,0.676896693465003
"ENSG00000091513.14",-0.835401898163549,-0.706939976384299,-0.615825091622011,-0.777114404688596,0.0320884376718146,0.492129847790814,0.887403127601924,0.893673051790128
"ENSG00000204655.11",-0.812640592985599,-0.799188179671738,-0.91230979661277,-1.02624120106773,-0.0847659752046018,0.458116209023974,0.769307757276563,0.813484528290976
"ENSG00000135426.15",-0.873813852041024,-0.814689150426638,-0.929653989936717,-1.17298908684212,-0.295906995230052,0.0808846947099214,0.645013307367479,0.826539595028137
"ENSG00000168481.8",-0.875313682829981,-0.795742875843289,-0.673389039295428,-0.513755511327096,-0.120494606603038,0.430412482982228,0.788797378771196,0.976347581222658
"ENSG00000172508.10",-0.767545040332532,-0.802263484191237,-0.804961147200933,-0.937843104697135,-0.515837369215167,0.0576846492496807,0.501407069926217,0.618819647278078
"ENSG00000256193.5",-0.87849360084544,-0.816587950792046,-0.94049381857181,-1.18955450078044,-0.597839743029066,0.0637015620196188,0.351172225497193,0.22907334839942
"ENSG00000136960.12",-0.388513216525581,-0.674042439082074,-0.717019062292768,-0.7670812493579,-0.206585352973212,0.180325541911699,0.592619175065877,0.626295566814899
"ENSG00000089169.14",-0.825224263974844,-0.740354441259501,-0.350284585425319,-0.354065465883251,0.310667083954098,0.467013137281546,0.807639004224303,0.909104838083152
"ENSG00000124507.10",-0.219061726203865,-0.114559525256101,0.00567428032804242,0.306590124619583,0.849853306271423,0.946365509974436,1.29672588549097,1.43260269130741
"ENSG00000150656.14",-0.86607478292727,-0.800501954931322,-0.890110586938736,-1.16548812555221,-0.965234806798053,-0.2488280767987,0.232038923465283,0.311232238298749
"ENSG00000167755.13",-0.595716435514922,-0.812581743004552,-0.934730603972192,-1.17632741403345,-0.745077992739825,-0.0683170815852376,0.29204333459264,0.346776105015941
"ENSG00000105711.10",-0.634862753539402,-0.773563761658337,-0.793309803335643,-0.78243519831337,-0.320162772551859,0.0885745925525002,0.499996685543493,0.831505332146116
"ENSG00000117115.12",-0.526478354677662,-0.73134276157858,-0.764512281740341,-0.468988983345577,-0.1699790993058,0.316548671806957,0.538227888874609,0.504173019292701
"ENSG00000164124.10",-0.593748864100257,-0.79791317004968,-0.909566023470023,-1.09213143756659,-0.843016914776766,-0.156305712059922,0.217056954962676,0.243343031834034
"ENSG00000152137.6",-0.268172136285706,-0.796803631116345,-0.823024882465072,-0.205265583561418,-0.0873018081032794,0.343845928287632,0.545251384839912,0.578500166474342
"ENSG00000172348.14",-0.169675880130136,-0.283295278731964,0.148111310927422,-0.0656624758877056,0.494687249050071,0.539003730124111,1.04042385031533,1.23634000226449
"ENSG00000180155.18",-0.464726656057515,-0.388202492164941,-0.107261833326639,0.0465761764270177,0.460741590199343,0.660552576268317,0.947724244199978,1.11317794410008
"ENSG00000157782.9",-0.679606534454542,-0.316547785084534,-0.35476359685043,-0.277146680153966,0.177188010973647,0.495414406084139,0.803597494392427,1.0215510955931
"ENSG00000169562.9",-0.81949099144776,-0.804983061362828,-0.913818102062548,-1.16662965736598,-0.785491804646073,-0.0608723751565602,0.186378072036152,0.258552335571968
"ENSG00000070808.15",-0.849400246159801,-0.258677325585429,-0.00089029376193278,0.593284334306719,1.27700530985684,1.29152309594017,1.71125523071903,1.84174820416943
"ENSG00000152583.12",-0.783763927721802,-0.375238858088413,0.307458507943491,1.64764871505229,1.8821881281303,1.78684905726206,1.91522794712001,2.05666440205991
"ENSG00000139190.16",-0.050853587823204,-0.657709854990376,-0.604979916373065,-0.603456329641457,-0.448506815223441,-0.190652434160686,0.338702236888258,0.761555872123544
"ENSG00000187730.7",-0.672170856906862,-0.589203480198164,-0.521521187635608,0.0235712043592204,0.661782262712615,0.721411337999592,1.02412825117363,1.18276078873042
"ENSG00000100285.9",-0.194151667266801,-0.324647172806272,-0.387668403650625,-0.635631591816619,-0.12786359863644,-0.0679557457017994,0.542614278225224,0.910795820788991
"ENSG00000127824.13",0.0615469331715654,-0.685057878555907,-0.627701570315078,-0.21561880707122,0.523021592943141,0.653199673565295,0.986396515741933,1.08768238597822
"ENSG00000124134.8",-0.687170455304002,-0.701154115689269,-0.556131955026461,-0.751437736021401,-0.675774657292243,-0.524961552864878,0.102934528937389,0.498257306332179
"ENSG00000173267.13",-0.16832001484921,-0.492410055516662,-0.46777877328202,0.0131256614327472,0.875081166192884,0.979836805782556,1.10958933808514,1.26775200625239
"ENSG00000108797.11",-0.22742632574093,-0.641248139481464,-0.306017458113775,-0.298342154777777,0.0952366910497414,0.160161106433036,0.635401073031202,0.905851372732142
"ENSG00000132639.12",-0.796752312537902,1.37468846883147,1.21508373988761,0.702627535778547,1.66452985011192,1.54017958629448,2.1200586195616,2.31855989356582
